ingredient,AIC,Artusi,total_usage,artusi_freq,aic_freq,freq_diff
rye bread,2.0,1.0,3.0,0.12658227848101267,0.07695267410542517,-0.0496296043755875
veal spinal cord,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
veal spleen,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
barley semolina,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
celeriac,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
barbera wine,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
chard leaf,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
vernaccia di oristano,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
rabbit liver,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
chicken comb,0.0,3.0,3.0,0.37974683544303794,0.0,-0.37974683544303794
vincotto,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
candied pumpkin,2.0,1.0,3.0,0.12658227848101267,0.07695267410542517,-0.0496296043755875
turkey broth,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
salted ricotta,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
tuna steak,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
starchy potato,1.0,2.0,3.0,0.25316455696202533,0.038476337052712584,-0.21468821990931275
sprinkle,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
suckling lamb,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
spiny artichoke,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
bone marrow,2.0,1.0,3.0,0.12658227848101267,0.07695267410542517,-0.0496296043755875
superfino rice,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
sorrel,0.0,3.0,3.0,0.37974683544303794,0.0,-0.37974683544303794
sweet paprika,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
smooth escarole,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
black bread,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
smoked provola,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
bouillon cube,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
small pasta,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
skate,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
orange blossom honey,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
short pasta,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
shelled hazelnut,1.0,2.0,3.0,0.25316455696202533,0.038476337052712584,-0.21468821990931275
sesame seed,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
brined olive,1.0,2.0,3.0,0.25316455696202533,0.038476337052712584,-0.21468821990931275
testicle,0.0,3.0,3.0,0.37974683544303794,0.0,-0.37974683544303794
thrush,1.0,2.0,3.0,0.25316455696202533,0.038476337052712584,-0.21468821990931275
broccoli,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
sea bass,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
broth or milk,1.0,2.0,3.0,0.25316455696202533,0.038476337052712584,-0.21468821990931275
topinambur,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
pumpkin pulp,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
catmint,0.0,3.0,3.0,0.37974683544303794,0.0,-0.37974683544303794
anchovy paste,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
citron rosolio,0.0,3.0,3.0,0.37974683544303794,0.0,-0.37974683544303794
pork fillet,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
pandispagna,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
pork cracklings (ciccioli),3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
whole wheat bread,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
citric acid,0.0,3.0,3.0,0.37974683544303794,0.0,-0.37974683544303794
yellow carrot,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
white bean,1.0,2.0,3.0,0.25316455696202533,0.038476337052712584,-0.21468821990931275
pasta mista,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
aged pecorino sardo,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
cotechino,2.0,1.0,3.0,0.12658227848101267,0.07695267410542517,-0.0496296043755875
pasta matta,0.0,3.0,3.0,0.37974683544303794,0.0,-0.37974683544303794
white cabbage,0.0,3.0,3.0,0.37974683544303794,0.0,-0.37974683544303794
pasta dough,0.0,3.0,3.0,0.37974683544303794,0.0,-0.37974683544303794
white grape,2.0,1.0,3.0,0.12658227848101267,0.07695267410542517,-0.0496296043755875
corinthian raisin,2.0,1.0,3.0,0.12658227848101267,0.07695267410542517,-0.0496296043755875
classic bolognese ragù,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
passolina raisin,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
coffee powder,2.0,1.0,3.0,0.12658227848101267,0.07695267410542517,-0.0496296043755875
cow's milk cheese,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
chiodini mushroom,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
penne pasta,2.0,1.0,3.0,0.12658227848101267,0.07695267410542517,-0.0496296043755875
pickled gherkin,1.0,2.0,3.0,0.25316455696202533,0.038476337052712584,-0.21468821990931275
chili flake,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
orange juice,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
aged cow's milk cheese,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
pecorino romano,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
originario rice,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
wild fennel seed,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
oxtail,3.0,0.0,3.0,0.0,0.11542901115813775,0.11542901115813775
hot paprika,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
wild radicchio,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
giardiniera,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
wild boar pulp,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
telline clam,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
tongue,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
hunchback cardoon,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
horseradish,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
isinglass,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
grated smoked ricotta,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
teal,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
fusilli,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
stockfish (baccalà),2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
lamb head,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
young duck,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
strega liqueur,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
sturgeon,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
lamb chop,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
suckling calf tongue,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
sugar syrup,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
tea,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
sunflower oil,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
king prawn,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
yellow pepper,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
tagliolini,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
torrone,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
john dory,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
wild thyme,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
taleggio,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
ginger,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
homemade tagliatelle,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
veal trotter,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
grated lemon zest,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
lamb loin,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
ground coffee,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
veal tail,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
ground clof,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
veal tongue,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
veal tripe,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
grated orange peel,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
green tomato,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
white asparagus,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
herring,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
waxy potato,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
veal udder,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
vegetable,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
green broccoli,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
vegetable broth or water,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
verdicchio wine,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
walnut oil,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
grated pecorino pugliese,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
grated pecorino romano,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
veal sirloin,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
veal rump,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
veal pocket,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
grouper,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
tuna belly in oil,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
turkey,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
turkey breast,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
vol-au-vent,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
heart,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
gizzard,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
turnip green,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
tuscan bread,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
whole clove,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
golden apple,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
white turnip,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
goose liver,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
white rosolio,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
white lard,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
grass pea,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
gurnard,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
veal heart,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
grated caciocavallo or pecorino cheese,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
veal ossobuco,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
stock cube,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
lean prosciutto crudo,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
lamb meat,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
milk-fed veal liver,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
pork jowl (guanciale),2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
pork tenderloin,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
milk or water,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
milk mixed with water,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
preboggion,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
provola or mozzarella,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
provolone,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
melon pulp,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
prugnoli mushroom,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
meat juice,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
radish,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
raspberry syrup,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
raviggiolo,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
razor clam,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
red beet,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
red radicchio,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
remilled semolina,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
ricotta forte,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
ristretto coffee,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
martin sec or williams pear,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
roast dripping,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
roasted chestnut,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
roe deer meat,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
pork chop,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
minced meat,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
lamb offal,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
poppy seed,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
nuragus wine,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
oven-dried black olive,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
nettle,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
navelli saffron,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
papaccella pepper,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
myrtle berry,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
parmigiano cheese rind,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
pastry dough,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
peach kernel,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
pearled barley,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
peeled sweet almond,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
picarel,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
mosciolo (mussel),2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
mosciame di tonno,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
pickled onion,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
morello cherry,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
moray eel,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
pig's tail,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
pimento,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
molass,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
pine nut and raisin,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
pine nut and sweet almond,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
pomegranate seed,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
marrow bone,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
romaine lettuce,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
marrow,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
romanesco artichoke,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
sea crab,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
lemon or orange zest,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
sea urchin,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
lean veal pulp,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
lean suckling veal,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
lean pork pulp,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
skate wing,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
small snail,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
small zucchini,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
smoked pork rib,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
lasagna,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
soft wheat,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
large garden lemon,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
sparkling wine,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
spider crab,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
lard or pancetta,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
spleen,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
lampascioni,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
lampascione,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
lamb's lettuce,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
stale bread slice,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
steak,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
stock concentrate,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
lemon wedge,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
scorpionfish,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
scampi tail,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
lucanica,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
sage sprig,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
mandarin zest,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
maltagliati,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
mallard duck,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
mallard,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
malga cheese,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
salame aquilano,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
salsa verde,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
macaroni,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
luganega,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
long neapolitan-style maccheroni,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
savoy cabbage leaf,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
salted lardo,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
salted olive,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
salted pork rind,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
salted water,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
sand crab,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
sardinian saffron,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
sauerkraut,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
sausage meat,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
savoiardi biscuit,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
savory,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
madeira wine,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
zucchini with flower,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
brovada,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
flying squid,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
dry marsala,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
fresh mint,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
barley,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
bitter almond liqueur,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
apricot preserve,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
cucumber,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
candied cherry,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
flavoring,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
beef shank,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
citron,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
dark chocolate shaving,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
dark rum,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
calamari,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
bean broth,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
cooked chickpea,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
cinnamon sachet,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
dried plum,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
anchovy or sardine,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
egg chitarra pasta,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
bean soup,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
beaten egg,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
fresh rosemary sprig,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
fresh sage,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
black broccoli,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
cervellatine,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
floury potato,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
borage,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
amaretti cooky,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
caul fat,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
egg fettuccine,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
caramelized sugar,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
beer,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
capon or pullet breast,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
fresh calamint,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
assorted vegetable,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
fregola,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
freestone peach,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
fresh cheese in brine (casu e' murgia),2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
fresh chestnut,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
coffee bean,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
ash,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
colatura di alici,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
elderflower,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
endive,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
beef tongue,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
cold milk,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
coarse yellow polenta,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
bigoli al torchio,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
fresh frog,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
baldo or carnaroli rice,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
coarse semolina,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
coarse durum wheat semolina,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
duck breast,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
fresh lard,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
beef oxtail,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
cinnamon oil,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
beetroot,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
chicken meat,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
freshwater shrimp,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
boiled fish,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
allspice,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
boiled potato,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
beef and capon broth,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
fresh tarragon,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
black olife,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
broccoletti,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
cooked wine,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
agoni (lake shad),2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
beef and veal broth,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
bolognese ragù,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
burrone peach,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
butter or lard,1.0,1.0,2.0,0.12658227848101267,0.038476337052712584,-0.08810594142830008
dentex,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
crab,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
chicken wattle,0.0,2.0,2.0,0.25316455696202533,0.0,-0.25316455696202533
dried bay leaf,2.0,0.0,2.0,0.0,0.07695267410542517,0.07695267410542517
